Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,5232.720215,5256.399902,5230.060059,5256.279785,5256.279785,0
2018-01-03,5260.270020,5292.479980,5260.189941,5289.919922,5289.919922,0
2018-01-04,5303.209961,5322.580078,5302.779785,5312.330078,5312.330078,0
2018-01-05,5326.640137,5350.240234,5320.069824,5349.689941,5349.689941,0
2018-01-08,5348.850098,5360.240234,5338.950195,5358.680176,5358.680176,0
2018-01-09,5367.000000,5382.580078,5360.580078,5367.259766,5367.259766,0
2018-01-10,5356.120117,5366.229980,5337.660156,5361.330078,5361.330078,0
2018-01-11,5371.009766,5399.459961,5370.709961,5399.459961,5399.459961,0
2018-01-12,5404.580078,5439.049805,5403.790039,5435.919922,5435.919922,0
2018-01-16,5460.830078,5477.430176,5402.120117,5416.859863,5416.859863,0
2018-01-17,5433.569824,5476.580078,5420.770020,5467.850098,5467.850098,0
2018-01-18,5468.020020,5474.709961,5448.890137,5459.500000,5459.500000,0
2018-01-19,5468.549805,5483.620117,5459.839844,5483.569824,5483.569824,0
2018-01-22,5481.419922,5528.000000,5479.399902,5527.890137,5527.890137,0
2018-01-23,5532.169922,5546.180176,5524.009766,5540.129883,5540.129883,0
2018-01-24,5552.410156,5567.089844,5512.180176,5537.029785,5537.029785,0
2018-01-25,5554.020020,5558.450195,5524.700195,5540.379883,5540.379883,0
2018-01-26,5556.549805,5606.080078,5554.129883,5606.080078,5606.080078,0
2018-01-29,5595.399902,5601.750000,5564.950195,5568.669922,5568.669922,0
2018-01-30,5528.459961,5538.169922,5500.479980,5508.359863,5508.359863,0
2018-01-31,5528.000000,5541.330078,5490.200195,5511.209961,5511.209961,0
2018-02-01,5497.919922,5535.850098,5490.890137,5508.700195,5508.700195,0
2018-02-02,5483.560059,5483.560059,5388.350098,5392.209961,5392.209961,0
2018-02-05,5351.100098,5394.700195,5150.680176,5171.259766,5171.259766,0
2018-02-06,5105.129883,5273.529785,5063.240234,5262.020020,5262.020020,0
2018-02-07,5253.970215,5325.660156,5235.189941,5235.839844,5235.839844,0
2018-02-08,5243.120117,5243.120117,5039.729980,5040.060059,5040.060059,0
2018-02-09,5082.299805,5153.959961,4947.990234,5116.990234,5116.990234,0
2018-02-12,5150.779785,5220.640137,5122.859863,5188.370117,5188.370117,0
2018-02-13,5169.660156,5213.660156,5152.450195,5202.220215,5202.220215,0
2018-02-14,5180.779785,5279.899902,5176.310059,5273.430176,5273.430176,0
2018-02-15,5303.680176,5338.740234,5258.120117,5338.350098,5338.350098,0
2018-02-16,5330.890137,5384.220215,5326.979980,5340.819824,5340.819824,0
2018-02-20,5323.149902,5351.720215,5291.439941,5309.990234,5309.990234,0
2018-02-21,5318.450195,5371.000000,5280.890137,5280.910156,5280.910156,0
2018-02-22,5299.120117,5339.660156,5274.399902,5286.490234,5286.490234,0
2018-02-23,5309.990234,5372.180176,5305.950195,5371.560059,5371.560059,0
2018-02-26,5391.919922,5437.419922,5384.899902,5435.379883,5435.379883,0
2018-02-27,5437.810059,5454.770020,5366.959961,5367.089844,5367.089844,0
2018-02-28,5386.209961,5401.069824,5307.509766,5308.089844,5308.089844,0
2018-03-01,5311.620117,5341.870117,5202.939941,5238.180176,5238.180176,0
2018-03-02,5201.939941,5275.020020,5179.290039,5265.240234,5265.240234,0
2018-03-05,5245.339844,5337.240234,5235.089844,5323.359863,5323.359863,0
2018-03-06,5341.720215,5345.439941,5304.700195,5337.689941,5337.689941,0
2018-03-07,5302.950195,5342.870117,5286.520020,5335.470215,5335.470215,0
2018-03-08,5348.569824,5363.629883,5328.990234,5360.729980,5360.729980,0
2018-03-09,5388.160156,5454.029785,5385.810059,5454.029785,5454.029785,0
2018-03-12,5461.819824,5474.430176,5439.799805,5447.100098,5447.100098,0
2018-03-13,5465.609863,5484.359863,5399.779785,5412.750000,5412.750000,0
2018-03-14,5431.379883,5437.100098,5373.500000,5383.270020,5383.270020,0
2018-03-15,5392.990234,5410.060059,5367.910156,5379.390137,5379.390137,0
2018-03-16,5385.910156,5407.899902,5384.759766,5388.740234,5388.740234,0
2018-03-19,5367.959961,5367.959961,5276.470215,5312.229980,5312.229980,0
2018-03-20,5316.490234,5334.359863,5306.790039,5320.200195,5320.200195,0
2018-03-21,5316.950195,5364.129883,5306.850098,5310.959961,5310.959961,0
2018-03-22,5270.870117,5278.830078,5173.560059,5177.520020,5177.520020,0
2018-03-23,5183.490234,5204.899902,5064.430176,5069.029785,5069.029785,0
2018-03-26,5129.919922,5212.149902,5095.890137,5206.689941,5206.689941,0
2018-03-27,5224.370117,5238.240234,5084.419922,5116.750000,5116.750000,0
2018-03-28,5115.020020,5156.830078,5079.520020,5102.689941,5102.689941,0
2018-03-29,5121.370117,5208.859863,5112.359863,5173.189941,5173.189941,0
2018-04-02,5158.700195,5168.209961,5002.709961,5057.689941,5057.689941,0
2018-04-03,5078.060059,5130.839844,5045.560059,5121.700195,5121.700195,0
2018-04-04,5062.500000,5191.310059,5042.419922,5181.310059,5181.310059,0
2018-04-05,5206.890137,5235.729980,5191.850098,5217.620117,5217.620117,0
2018-04-06,5184.379883,5205.930176,5068.229980,5103.350098,5103.350098,0
2018-04-09,5129.770020,5200.990234,5117.259766,5121.899902,5121.899902,0
2018-04-10,5171.549805,5224.509766,5166.399902,5207.729980,5207.729980,0
2018-04-11,5182.509766,5216.850098,5173.490234,5179.189941,5179.189941,0
2018-04-12,5202.620117,5243.580078,5202.620117,5222.549805,5222.549805,0
2018-04-13,5247.959961,5254.319824,5185.879883,5207.569824,5207.569824,0
2018-04-16,5234.759766,5266.890137,5225.120117,5249.939941,5249.939941,0
2018-04-17,5279.149902,5319.540039,5278.069824,5305.899902,5305.899902,0
2018-04-18,5313.200195,5327.620117,5300.720215,5310.319824,5310.319824,0
2018-04-19,5296.310059,5299.500000,5258.600098,5280.569824,5280.569824,0
2018-04-20,5279.700195,5282.390137,5217.060059,5235.750000,5235.750000,0
2018-04-23,5246.049805,5260.689941,5211.979980,5236.040039,5236.040039,0
2018-04-24,5256.770020,5262.020020,5132.600098,5166.100098,5166.100098,0
2018-04-25,5166.810059,5187.040039,5123.319824,5175.589844,5175.589844,0
2018-04-26,5199.620117,5248.290039,5190.870117,5229.609863,5229.609863,0
2018-04-27,5246.629883,5250.080078,5214.399902,5235.729980,5235.729980,0
2018-04-30,5245.990234,5261.310059,5193.029785,5193.040039,5193.040039,0
2018-05-01,5184.419922,5207.049805,5148.740234,5206.310059,5206.310059,0
2018-05-02,5205.209961,5218.189941,5161.279785,5168.790039,5168.790039,0
2018-05-03,5154.459961,5172.149902,5089.089844,5157.700195,5157.700195,0
2018-05-04,5142.390137,5239.310059,5130.459961,5224.709961,5224.709961,0
2018-05-07,5236.450195,5263.689941,5227.379883,5242.870117,5242.870117,0
2018-05-08,5238.270020,5249.919922,5208.799805,5241.529785,5241.529785,0
2018-05-09,5254.299805,5299.700195,5246.529785,5292.899902,5292.899902,0
2018-05-10,5308.290039,5349.680176,5307.359863,5343.700195,5343.700195,0
2018-05-11,5344.850098,5364.779785,5334.729980,5354.689941,5354.689941,0
2018-05-14,5366.020020,5383.129883,5350.609863,5359.660156,5359.660156,0
2018-05-15,5337.259766,5337.259766,5304.700195,5323.229980,5323.229980,0
2018-05-16,5327.009766,5356.700195,5327.009766,5346.330078,5346.330078,0
2018-05-17,5342.470215,5366.529785,5326.080078,5343.290039,5343.290039,0
2018-05-18,5338.259766,5342.479980,5322.359863,5329.660156,5329.660156,0
2018-05-21,5355.319824,5381.259766,5354.850098,5369.189941,5369.189941,0
2018-05-22,5379.740234,5387.379883,5347.410156,5352.450195,5352.450195,0
2018-05-23,5332.040039,5369.990234,5323.339844,5369.990234,5369.990234,0
2018-05-24,5365.569824,5367.410156,5319.290039,5359.319824,5359.319824,0
2018-05-25,5351.779785,5358.979980,5334.930176,5347.310059,5347.310059,0
2018-05-29,5315.669922,5326.560059,5260.060059,5285.700195,5285.700195,0
2018-05-30,5311.359863,5364.209961,5311.359863,5353.759766,5353.759766,0
2018-05-31,5348.970215,5351.830078,5309.180176,5318.100098,5318.100098,0
2018-06-01,5344.990234,5380.839844,5344.990234,5376.290039,5376.290039,0
2018-06-04,5390.279785,5404.919922,5388.189941,5400.500000,5400.500000,0
2018-06-05,5403.970215,5412.120117,5386.410156,5404.620117,5404.620117,0
2018-06-06,5413.540039,5451.089844,5404.189941,5451.089844,5451.089844,0
2018-06-07,5456.970215,5466.779785,5428.129883,5448.180176,5448.180176,0
2018-06-08,5439.479980,5465.830078,5435.240234,5465.419922,5465.419922,0
2018-06-11,5467.700195,5487.419922,5467.700195,5471.290039,5471.290039,0
2018-06-12,5478.600098,5486.839844,5465.220215,5481.069824,5481.069824,0
2018-06-13,5483.419922,5490.370117,5457.990234,5459.209961,5459.209961,0
2018-06-14,5475.790039,5487.290039,5462.629883,5474.370117,5474.370117,0
2018-06-15,5465.660156,5475.560059,5434.479980,5469.370117,5469.370117,0
2018-06-18,5442.180176,5460.140137,5425.220215,5457.830078,5457.830078,0
2018-06-19,5415.299805,5440.500000,5397.939941,5436.129883,5436.129883,0
2018-06-20,5450.169922,5460.209961,5438.790039,5445.430176,5445.430176,0
2018-06-21,5449.819824,5449.819824,5400.859863,5411.399902,5411.399902,0
2018-06-22,5433.259766,5439.850098,5418.109863,5421.629883,5421.629883,0
2018-06-25,5398.140137,5398.140137,5311.060059,5347.229980,5347.229980,0
2018-06-26,5357.149902,5378.399902,5344.370117,5359.009766,5359.009766,0
2018-06-27,5369.620117,5404.330078,5312.890137,5312.890137,5312.890137,0
2018-06-28,5311.759766,5362.240234,5298.649902,5346.439941,5346.439941,0
2018-06-29,5368.069824,5399.799805,5350.830078,5350.830078,5350.830078,0
2018-07-02,5324.649902,5368.569824,5312.839844,5367.490234,5367.490234,0
2018-07-03,5380.399902,5386.930176,5336.890137,5340.930176,5340.930176,0
2018-07-05,5363.819824,5390.669922,5347.850098,5388.279785,5388.279785,0
2018-07-06,5390.750000,5443.390137,5382.569824,5434.359863,5434.359863,0
2018-07-09,5453.049805,5484.830078,5453.049805,5483.890137,5483.890137,0
2018-07-10,5492.649902,5506.459961,5488.200195,5503.049805,5503.049805,0
2018-07-11,5475.430176,5487.410156,5457.640137,5464.009766,5464.009766,0
2018-07-12,5482.529785,5513.970215,5479.410156,5512.359863,5512.359863,0
2018-07-13,5509.700195,5524.640137,5499.379883,5518.330078,5518.330078,0
2018-07-16,5518.810059,5523.069824,5503.009766,5512.919922,5512.919922,0
2018-07-17,5495.089844,5544.049805,5495.089844,5534.910156,5534.910156,0
2018-07-18,5538.459961,5549.000000,5527.750000,5546.859863,5546.859863,0
2018-07-19,5535.120117,5540.410156,5516.220215,5525.509766,5525.509766,0
2018-07-20,5525.859863,5535.939941,5516.950195,5520.500000,5520.500000,0
2018-07-23,5515.259766,5533.799805,5507.500000,5530.660156,5530.660156,0
2018-07-24,5557.919922,5576.220215,5539.089844,5557.370117,5557.370117,0
2018-07-25,5552.160156,5611.490234,5552.160156,5607.990234,5607.990234,0
2018-07-26,5587.149902,5606.970215,5587.000000,5590.990234,5590.990234,0
2018-07-27,5600.680176,5602.299805,5533.950195,5554.310059,5554.310059,0
2018-07-30,5555.109863,5560.379883,5513.959961,5522.810059,5522.810059,0
2018-07-31,5537.040039,5566.009766,5533.750000,5549.959961,5549.959961,0
2018-08-01,5559.580078,5568.660156,5529.390137,5544.189941,5544.189941,0
2018-08-02,5519.390137,5577.390137,5511.299805,5572.080078,5572.080078,0
2018-08-03,5577.549805,5598.770020,5573.169922,5598.709961,5598.709961,0
2018-08-06,5599.140137,5624.709961,5590.779785,5619.049805,5619.049805,0
2018-08-07,5629.979980,5644.680176,5629.979980,5634.979980,5634.979980,0
2018-08-08,5631.870117,5642.990234,5624.649902,5633.669922,5633.669922,0
2018-08-09,5634.109863,5644.419922,5623.870117,5627.000000,5627.000000,0
2018-08-10,5601.180176,5606.209961,5574.000000,5588.660156,5588.660156,0
2018-08-13,5593.060059,5608.689941,5562.370117,5566.359863,5566.359863,0
2018-08-14,5578.600098,5608.620117,5576.080078,5602.410156,5602.410156,0
2018-08-15,5579.740234,5579.740234,5529.669922,5560.850098,5560.850098,0
2018-08-16,5588.310059,5625.899902,5588.310059,5606.560059,5606.560059,0
2018-08-17,5602.350098,5636.410156,5593.279785,5625.660156,5625.660156,0
2018-08-20,5633.359863,5644.879883,5626.890137,5639.529785,5639.529785,0
2018-08-21,5648.540039,5671.500000,5648.160156,5651.390137,5651.390137,0
2018-08-22,5647.660156,5660.569824,5638.029785,5649.310059,5649.310059,0
2018-08-23,5646.640137,5663.399902,5634.529785,5640.100098,5640.100098,0
2018-08-24,5650.750000,5678.009766,5650.750000,5675.120117,5675.120117,0
2018-08-27,5695.520020,5722.270020,5695.520020,5719.299805,5719.299805,0
2018-08-28,5728.629883,5733.180176,5713.000000,5720.890137,5720.890137,0
2018-08-29,5727.490234,5758.839844,5723.109863,5754.000000,5754.000000,0
2018-08-30,5744.870117,5751.729980,5717.839844,5729.450195,5729.450195,0
2018-08-31,5724.589844,5740.290039,5711.520020,5730.799805,5730.799805,0
2018-09-04,5722.319824,5728.560059,5699.060059,5721.859863,5721.859863,0
2018-09-05,5711.759766,5716.910156,5682.850098,5705.859863,5705.859863,0
2018-09-06,5707.620117,5714.200195,5665.490234,5686.700195,5686.700195,0
2018-09-07,5667.810059,5698.520020,5660.049805,5674.580078,5674.580078,0
2018-09-10,5693.770020,5704.520020,5683.020020,5685.339844,5685.339844,0
2018-09-11,5674.729980,5716.089844,5665.290039,5706.990234,5706.990234,0
2018-09-12,5707.830078,5720.350098,5689.990234,5709.080078,5709.080078,0
2018-09-13,5726.270020,5745.839844,5725.399902,5740.750000,5740.750000,0
2018-09-14,5745.970215,5749.740234,5725.000000,5743.189941,5743.189941,0
2018-09-17,5741.020020,5742.620117,5706.109863,5711.290039,5711.290039,0
2018-09-18,5715.359863,5755.689941,5715.359863,5742.180176,5742.180176,0
2018-09-19,5746.729980,5758.020020,5741.310059,5749.390137,5749.390137,0
2018-09-20,5772.950195,5802.709961,5772.950195,5794.720215,5794.720215,0
2018-09-21,5806.750000,5814.950195,5787.810059,5792.720215,5792.720215,0
2018-09-24,5777.220215,5781.029785,5759.330078,5772.359863,5772.359863,0
2018-09-25,5777.470215,5781.580078,5761.680176,5765.250000,5765.250000,0
2018-09-26,5768.049805,5795.819824,5741.879883,5746.270020,5746.270020,0
2018-09-27,5758.580078,5789.310059,5753.959961,5763.220215,5763.220215,0
2018-09-28,5755.609863,5776.379883,5750.620117,5763.419922,5763.419922,0
2018-10-01,5787.810059,5809.040039,5771.240234,5784.450195,5784.450195,0
2018-10-02,5783.089844,5798.140137,5774.359863,5782.370117,5782.370117,0
2018-10-03,5798.709961,5814.819824,5778.279785,5786.479980,5786.479980,0
2018-10-04,5775.649902,5776.500000,5705.569824,5740.560059,5740.560059,0
2018-10-05,5742.479980,5756.520020,5676.810059,5708.899902,5708.899902,0
2018-10-08,5693.009766,5716.580078,5662.439941,5706.660156,5706.660156,0
2018-10-09,5704.529785,5728.649902,5688.310059,5700.229980,5700.229980,0
2018-10-10,5687.520020,5687.520020,5511.850098,5512.939941,5512.939941,0
2018-10-11,5495.529785,5531.629883,5364.290039,5399.540039,5399.540039,0
2018-10-12,5483.589844,5493.910156,5402.359863,5476.830078,5476.830078,0
2018-10-15,5470.430176,5494.390137,5441.549805,5444.609863,5444.609863,0
2018-10-16,5476.959961,5568.819824,5476.740234,5561.799805,5561.799805,0
2018-10-17,5565.490234,5575.689941,5506.390137,5560.620117,5560.620117,0
2018-10-18,5546.870117,5554.720215,5454.319824,5481.129883,5481.129883,0
2018-10-19,5494.899902,5538.549805,5464.520020,5479.299805,5479.299805,0
2018-10-22,5491.629883,5501.529785,5442.689941,5455.879883,5455.879883,0
2018-10-23,5387.160156,5451.399902,5328.709961,5426.080078,5426.080078,0
2018-10-24,5420.500000,5429.839844,5251.229980,5258.609863,5258.609863,0
2018-10-25,5295.790039,5390.370117,5281.959961,5356.540039,5356.540039,0
2018-10-26,5281.910156,5330.450195,5203.500000,5263.740234,5263.740234,0
2018-10-29,5311.259766,5359.169922,5155.620117,5229.279785,5229.279785,0
2018-10-30,5228.620117,5317.049805,5218.089844,5311.669922,5311.669922,0
2018-10-31,5357.319824,5418.850098,5357.319824,5369.490234,5369.490234,0
2018-11-01,5381.200195,5428.729980,5364.140137,5426.330078,5426.330078,0
2018-11-02,5436.879883,5458.810059,5347.750000,5392.529785,5392.529785,0
2018-11-05,5399.240234,5434.339844,5382.879883,5422.879883,5422.879883,0
2018-11-06,5423.490234,5459.569824,5421.240234,5457.250000,5457.250000,0
2018-11-07,5494.299805,5575.390137,5494.299805,5573.060059,5573.060059,0
2018-11-08,5561.109863,5577.680176,5538.729980,5562.000000,5562.000000,0
2018-11-09,5537.729980,5537.729980,5478.629883,5511.790039,5511.790039,0
2018-11-12,5497.750000,5501.689941,5394.819824,5403.189941,5403.189941,0
2018-11-13,5410.959961,5459.569824,5381.319824,5395.370117,5395.370117,0
2018-11-14,5427.930176,5445.509766,5324.620117,5355.939941,5355.939941,0
2018-11-15,5341.689941,5424.549805,5297.580078,5414.430176,5414.430176,0
2018-11-16,5391.700195,5447.319824,5379.339844,5426.859863,5426.859863,0
2018-11-19,5416.049805,5420.859863,5317.689941,5336.700195,5336.700195,0
2018-11-20,5265.450195,5294.629883,5219.669922,5240.229980,5240.229980,0
2018-11-21,5272.120117,5297.569824,5256.600098,5256.609863,5256.609863,0
2018-11-23,5224.009766,5252.069824,5219.620117,5222.430176,5222.430176,0
2018-11-26,5257.589844,5305.919922,5257.589844,5304.169922,5304.169922,0
2018-11-27,5284.990234,5322.229980,5270.810059,5321.520020,5321.520020,0
2018-11-28,5340.290039,5444.359863,5326.270020,5444.120117,5444.120117,0
2018-11-29,5431.919922,5465.180176,5404.250000,5433.490234,5433.490234,0
2018-11-30,5434.430176,5480.240234,5424.720215,5478.910156,5478.910156,0
2018-12-03,5539.120117,5558.160156,5505.180176,5538.859863,5538.859863,0
2018-12-04,5523.410156,5530.259766,5354.290039,5359.910156,5359.910156,0
2018-12-06,5289.040039,5353.479980,5205.720215,5353.430176,5353.430176,0
2018-12-07,5344.970215,5379.120117,5210.250000,5229.439941,5229.439941,0
2018-12-10,5225.060059,5257.919922,5131.850098,5238.700195,5238.700195,0
2018-12-11,5292.029785,5311.680176,5206.459961,5237.100098,5237.100098,0
2018-12-12,5279.750000,5333.790039,5264.029785,5265.529785,5265.529785,0
2018-12-13,5281.680176,5304.189941,5239.120117,5265.459961,5265.459961,0
2018-12-14,5224.649902,5234.819824,5153.629883,5165.600098,5165.600098,0
2018-12-17,5147.600098,5168.140137,5028.390137,5058.580078,5058.580078,0
2018-12-18,5086.649902,5114.410156,5025.160156,5059.339844,5059.339844,0
2018-12-19,5061.589844,5134.029785,4946.930176,4981.919922,4981.919922,0
2018-12-20,4961.790039,4987.339844,4851.580078,4903.459961,4903.459961,0
2018-12-21,4899.410156,4976.560059,4787.040039,4802.509766,4802.509766,0
2018-12-24,4770.950195,4790.000000,4672.660156,4672.660156,4672.660156,0
2018-12-26,4696.629883,4904.609863,4664.089844,4904.490234,4904.490234,0
2018-12-27,4854.870117,4946.939941,4766.390137,4946.939941,4946.939941,0
2018-12-28,4967.520020,5010.160156,4916.640137,4941.609863,4941.609863,0
2018-12-31,4968.500000,4988.899902,4936.580078,4984.220215,4984.220215,0
